Program Number,Program Title,Department/Ind. Agency,Sub-Tier,Related Federal Assistance,Last Date Modified,Types of Assistance,Date Published,Funded,POC Information
10.982,"Testing, Mitigation, and Relief for Agricultural Contamination by Per- and Polyfluoroalkyl Substances","AGRICULTURE, DEPARTMENT OF",FARM SERVICE AGENCY,,9-Dec-24,B - Project Grants,9-Dec-24,False,"Kale Horton
1400 Independence Avenue, SW, Washington DC 20250
(816) 399-9107
"
10.98,Emergency Livestock Relief Program 2022,"AGRICULTURE, DEPARTMENT OF",FARM SERVICE AGENCY,,9-Dec-24,D - Direct Payments with Unrestricted Use,9-Dec-24,True,"Kelly Breinig, Program Manager
USDA, Farm Production and Conservation, Farm Service Agency, Safety Net Division
1400 Independence Ave. SW, Stop 0517, Washington DC 20250
(202) 720-1603
"
10.979,Emergency Relief Program 2022,"AGRICULTURE, DEPARTMENT OF",FARM SERVICE AGENCY,,9-Dec-24,D - Direct Payments with Unrestricted Use,9-Dec-24,True,"Kathy Sayers, Director, Safety Net Division, USDA, Deputy Administrator for Farm Programs, Safety Net Division, Program Policy Branch, 
1400 Independence Ave., SW, Washington DC 20250
202-720-6870
"
10.978,Farm Labor Stabilization and Protection Pilot Grant Program,"AGRICULTURE, DEPARTMENT OF",FARM SERVICE AGENCY,,9-Dec-24,B - Project Grants,9-Dec-24,False,"Linda Cronin
1400 Independence Ave., SW, Stop 0511, Washington DC 20250
(202) 690-1700
"
10.976,Rice Production Program,"AGRICULTURE, DEPARTMENT OF",FARM SERVICE AGENCY,,9-Dec-24,D - Direct Payments with Unrestricted Use,9-Dec-24,False,"Alison Groenwoldt
1400 Independence Avenue, S.W., Washington DC 20250
(202) 720-4213
"
10.975,Emergency Relief Program Outreach Education and Technical Assistance,"AGRICULTURE, DEPARTMENT OF",FARM SERVICE AGENCY,,9-Dec-24,B - Cooperative Agreements,9-Dec-24,False,"Linda Cronin
1400 Independence Ave., SW, Stop 0511
Washington, DC 20250-0511, Washington DC 20250
(202) 690-1700
"
10.971,"Urban Agriculture and Urban County Committee Outreach, Technical Assistance, and Education","AGRICULTURE, DEPARTMENT OF",FARM SERVICE AGENCY,10.147,9-Dec-24,B - Cooperative Agreements,9-Dec-24,False,"Linda Cronin
1400 Independence Ave., SW, Stop 0511, Washington DC 20250
202-690-1700
"
10.968,"Increasing Land, Capital, and Market Access Program","AGRICULTURE, DEPARTMENT OF",FARM SERVICE AGENCY,,9-Dec-24,B - Project Grants,9-Dec-24,False,"Michael Mannigan
1400 Independence Avenue SW, Washington DC 20250
000-000-0000
"
10.965,Milk Loss Program,"AGRICULTURE, DEPARTMENT OF",FARM SERVICE AGENCY,,9-Dec-24,C - Direct Payments for Specified Use,9-Dec-24,True,"Douglas E. Kilgore
1400 Independence Avenue, SW, Washington DC 20250-0512
(202) 720-9011
"
10.966,Commodity Container Assistance Program,"AGRICULTURE, DEPARTMENT OF",FARM SERVICE AGENCY,,9-Dec-24,D - Direct Payments with Unrestricted Use,9-Dec-24,False,"Kelly Hereth Dawson
1400 Independence Avenue, SW, Stop 0512, Washington DC 20250-0512
202-720-0448
"
10.964,Emergency Relief Program,"AGRICULTURE, DEPARTMENT OF",FARM SERVICE AGENCY,,9-Dec-24,D - Direct Payments with Unrestricted Use,9-Dec-24,True,"Kathy Sayers, Director, Safety Net Division
1400 Independence Avenue., SW, Washington DC 20250
202-720-6825
"
10.451,Noninsured Crop Disaster Assistance Program,"AGRICULTURE, DEPARTMENT OF",FARM SERVICE AGENCY,"10.054, 10.450, 10.404",9-Dec-24,D - Direct Payments with Unrestricted Use,9-Dec-24,True,"Christopher Vazquez
USDA, Deputy Administrator for Farm Programs, Safety Net Division, Program Policy Branch, Washington DC 20250
202-923-1585
"
10.148,Emergency Livestock Relief Program,"AGRICULTURE, DEPARTMENT OF",FARM SERVICE AGENCY,,9-Dec-24,D - Direct Payments with Unrestricted Use,9-Dec-24,True,"Kelly Breinig, Program Manager
USDA, Farm Production and Conservation, Farm Service Agency, Safety Net Division, Washington DC 20250
(202) 720-1603
"
10.147,Outreach Education and Technical Assistance,"AGRICULTURE, DEPARTMENT OF",FARM SERVICE AGENCY,"10.136, 10.133",9-Dec-24,B - Cooperative Agreements,9-Dec-24,True,"Linda Cronin
1400 Independence Ave., SW, Stop 0511
Washington, DC 20250-0511, Washington DC 20250
202-692-4928
"
10.144,Spot Market Hog Pandemic Program,"AGRICULTURE, DEPARTMENT OF",FARM SERVICE AGENCY,,9-Dec-24,D - Direct Payments with Unrestricted Use,9-Dec-24,False,"Kimberly Graham
1400 Independence Ave., SW, Washington DC 20250
(202) 720-6825
"
10.143,Pandemic Assistance Revenue Program,"AGRICULTURE, DEPARTMENT OF",FARM SERVICE AGENCY,,9-Dec-24,D - Direct Payments with Unrestricted Use,9-Dec-24,True,"Kathy Sayers
1400 Independence Ave., SW, Washington DC 20250
(202) 720-6825
"
10.139,Organic and Transitional Education and Certification Program,"AGRICULTURE, DEPARTMENT OF",FARM SERVICE AGENCY,,9-Dec-24,D - Direct Payments with Unrestricted Use,9-Dec-24,False,"Christopher Vazquez
1400 Independence Ave., SW, Washington DC 20250
(202) 923-1585
"
10.134,Oriental Fruit Fly Program,"AGRICULTURE, DEPARTMENT OF",FARM SERVICE AGENCY,,9-Dec-24,D - Direct Payments with Unrestricted Use,9-Dec-24,False,"Kimberly Kempel
1400 Independence Ave., S.W., Washington DC 20250
2027200974
"
10.133,Quality Loss Adjustment Program,"AGRICULTURE, DEPARTMENT OF",FARM SERVICE AGENCY,,9-Dec-24,D - Direct Payments with Unrestricted Use,9-Dec-24,False,"Jennifer Fiser
1400 Independence Ave., SW, Washington DC 20250
(202) 720-9882
"
10.132,Coronavirus Food Assistance Program 2,"AGRICULTURE, DEPARTMENT OF",FARM SERVICE AGENCY,10.13,9-Dec-24,D - Direct Payments with Unrestricted Use,9-Dec-24,False,"Kimberly Graham
1400 Independence Ave., SW, Washington DC 20250
(202) 720-6825
"
10.13,Coronavirus Food Assistance Program 1,"AGRICULTURE, DEPARTMENT OF",FARM SERVICE AGENCY,,9-Dec-24,D - Direct Payments with Unrestricted Use,9-Dec-24,True,"Kathy Sayers
1400 Independence Ave., SW, Washington DC 20250
(202) 720-6870
"
10.129,Wildfires and Hurricanes Indemnity Program Plus,"AGRICULTURE, DEPARTMENT OF",FARM SERVICE AGENCY,,9-Dec-24,D - Direct Payments with Unrestricted Use,9-Dec-24,False,"Jennifer Fiser
1400 Independence Ave SW, Washington DC 20250
(202) 720-9882
"
10.123,Market Facilitation Program,"AGRICULTURE, DEPARTMENT OF",FARM SERVICE AGENCY,,9-Dec-24,D - Direct Payments with Unrestricted Use,9-Dec-24,False,"Kelly Hereth Dawson
1400 Independence Avenue, SW, Stop 0512, Washington DC 20250-0512
(202) 720-0448
"
10.12,2017 Wildfires and Hurricanes Indemnity Program,"AGRICULTURE, DEPARTMENT OF",FARM SERVICE AGENCY,10.129,9-Dec-24,D - Direct Payments with Unrestricted Use,9-Dec-24,False,"Jennifer Fiser
1400 Independence Ave., SW, Washington DC 20250
(202) 720-9882
"
10.112,Price Loss Coverage,"AGRICULTURE, DEPARTMENT OF",FARM SERVICE AGENCY,10.113,9-Dec-24,C - Direct Payments for Specified Use,9-Dec-24,True,"Jamie Garriott
1400 Independence Ave SW Room 4759-S, Washington DC 20024
(202) 253-9843
"
10.087,Biomass Crop Assistance Program,"AGRICULTURE, DEPARTMENT OF",FARM SERVICE AGENCY,,9-Dec-24,C - Direct Payments for Specified Use,9-Dec-24,False,"Shanita Landon, Program Manager
1400 Independence Ave. SW, Washington DC 20250
(202) 690-1612
"
10.111,Tree Assistance Program,"AGRICULTURE, DEPARTMENT OF",FARM SERVICE AGENCY,"10.110, 10.109, 10.108",9-Dec-24,C - Direct Payments for Specified Use,9-Dec-24,True,"Christopher Vazquez
1400 Independence Ave., SW, Washington DC 20250
(202) 923-1585
"
10.594,Food Distribution Program on Indian Reservations Nutrition Education Grants,"AGRICULTURE, DEPARTMENT OF",FOOD AND NUTRITION SERVICE,"10.551, 10.567",9-Dec-24,B - Project Grants,9-Dec-24,False,"Lisa Mays
USDA Food & Nutrition Service
1320 Braddock Place, Alexandria VA 22314
7034577762
"
64.054,Research and Development,"VETERANS AFFAIRS, DEPARTMENT OF",VA HEALTH ADMINISTRATION CENTER,,9-Dec-24,B - Project Grants,9-Dec-24,True,"VA Office of Research and Development 
810 Vermont Ave., N.W. (14RD), Washington DC 20420
202-443-5600
"
10.537,Supplemental Nutrition Assistance Program (SNAP) Employment and Training (E&T) Data and Technical Assistance Grants,"AGRICULTURE, DEPARTMENT OF",FOOD AND NUTRITION SERVICE,,9-Dec-24,B - Project Grants (Discretionary),9-Dec-24,True,"Rachel Gragg
1320 Braddock Place, 5th Floor, Alexandria VA 22314
703-605-3213
"
10.217,Higher Education - Institution Challenge Grants Program,"AGRICULTURE, DEPARTMENT OF",NATIONAL INSTITUTE OF FOOD AND AGRICULTURE,"10.210, 10.216, 10.226",9-Dec-24,B - Project Grants,9-Dec-24,True,"Solomon Haile
P.O. Box 419205, Mail Stop 10000, Kansas City MO 64141
6155174157
"
10.207,Animal Health and Disease Research,"AGRICULTURE, DEPARTMENT OF",NATIONAL INSTITUTE OF FOOD AND AGRICULTURE,"10.500, 10.205, 10.219, 10.652, 10.250, 10.200, 10.025, 10.202, 10.001, 10.203",9-Dec-24,A - Formula Grants (Apportionments),9-Dec-24,True,"Dr. Timothy J. Sullivan, National Program Leader
805 Pennsylvania Avenue, Kansas City MO 64105
816 527-5434
"
10.558,Child and Adult Care Food Program,"AGRICULTURE, DEPARTMENT OF",FOOD AND NUTRITION SERVICE,"10.556, 93.600, 10.553, 10.559, 10.555",9-Dec-24,A - Formula Grants,9-Dec-24,True,"Penny Burke
Food and Nutrition Service USDA,
1320 Braddock Place
Alexandria, VA 22314, Alexandria VA 22314
(720) 822-8597
"
15.512,"Central Valley Improvement Act, Title XXXIV","INTERIOR, DEPARTMENT OF THE",BUREAU OF RECLAMATION,,9-Dec-24,B - Cooperative Agreements (Discretionary Grants),9-Dec-24,True,"Heather Casillas
2800 Cottage Way, Sacramento CA 95825
(916) 978-5360
"
10.585,FNS Food Safety Grants,"AGRICULTURE, DEPARTMENT OF",FOOD AND NUTRITION SERVICE,10.579,9-Dec-24,B - Cooperative Agreements (Discretionary Grants),9-Dec-24,True,"Charlsia Fortner
1320 Braddock Place, Alexandria VA 22314
7033052231
"
10.219,Biotechnology Risk Assessment Research,"AGRICULTURE, DEPARTMENT OF",NATIONAL INSTITUTE OF FOOD AND AGRICULTURE,"10.207, 10.652, 10.250, 10.200, 10.202, 10.001, 10.203",9-Dec-24,B - Project Grants,9-Dec-24,True," John Erickson, National Program Leader, 
Institute of Food Production and Sustainability, Division of Plant Systems-Production, National Institute of Food and Agriculture
U.S. Department of Agriculture 
P.O. Box 419205, Mail Stop 10000, Kansas City, MO 64141-6205
Courier/Package Delivery Address:
2312 East Bannister Road, Mail Stop 10000, Kansas City, MO 64141-3061, Kansas City MO 64141
(816)-283-6422
"
15.945,Cooperative Research and Training Programs  Resources of the National Park System,"INTERIOR, DEPARTMENT OF THE",NATIONAL PARK SERVICE,,9-Dec-24,B - Cooperative Agreements,9-Dec-24,True,"Dr. Thomas E. Fish
Cooperative Ecosystem Studies Units Network
National Program Office
1849 C Street NW, Room #2649, Washington DC 20240
(202) 354-1825
"
10.2,"Grants for Agricultural Research, Special Research Grants","AGRICULTURE, DEPARTMENT OF",NATIONAL INSTITUTE OF FOOD AND AGRICULTURE,"10.205, 10.207, 10.215, 10.219, 10.652, 10.250, 10.312, 10.320, 10.303, 10.202, 10.310, 10.001, 10.309, 10.203",9-Dec-24,B - Project Grants,9-Dec-24,True,"USDA, NIFA, Institute of Food Safety and Nutrition (IFSN)
P.O. Box 419205, Mail Stop 10000, Kansas City MO 64141
2027200740
"
10.582,Fresh Fruit and Vegetable Program,"AGRICULTURE, DEPARTMENT OF",FOOD AND NUTRITION SERVICE,"10.553, 10.555",9-Dec-24,B - Project Grants,9-Dec-24,True,"Cynthia Long
1320 Braddock Place, Alexandria VA 22314
703-305-2590
"
10.212,Small Business Innovation Research (SBIR) Program / Small Business Technology Transfer (STTR) Program,"AGRICULTURE, DEPARTMENT OF",NATIONAL INSTITUTE OF FOOD AND AGRICULTURE,,9-Dec-24,B - Project Grants,9-Dec-24,True,"SBIR/STTR
U.S. Postal Mailing Address:
National Institute of Food and Agriculture
U.S. Department of Agriculture
P.O. Box 419205, MS 10000
Kansas City, MO 64141-6205
Courier/Package Delivery Address: 
National Institute of Food and Agriculture 
U.S. Department of Agriculture
2312 East Bannister Road, MS 10000 
Kansas City, MO 64141-3061


SBIR/STTR General Mailbox: 
For science-related questions, please contact the topic area National Program Leader listed in the RFA. For program content-related questions, please contact the SBIR/STTR general email., Kansas City MO 64141
(816) 854-0299
"
10.221,Tribal Colleges Education Equity Grants,"AGRICULTURE, DEPARTMENT OF",NATIONAL INSTITUTE OF FOOD AND AGRICULTURE,"10.222, 10.500",9-Dec-24,B - Project Grants,9-Dec-24,True,"Erin Riley, National Program Leader
P.O. Box 419205, Mail Stop 10000, Kansas City MO 64141
(816) 926-2131
"
10.22,Higher Education - Multicultural Scholars Grant Program,"AGRICULTURE, DEPARTMENT OF",NATIONAL INSTITUTE OF FOOD AND AGRICULTURE,"10.210, 10.217, 10.216, 10.310",9-Dec-24,B - Project Grants,9-Dec-24,True,"USDA, NIFA, National Program Leader, 
P.O. Box 419205, Mail Stop 10000, Kansas City MO 64141
816-926-1453
"
10.025,"Plant and Animal Disease, Pest Control, and Animal Care","AGRICULTURE, DEPARTMENT OF",ANIMAL AND PLANT HEALTH INSPECTION SERVICE,"10.500, 10.207, 10.215, 10.219, 15.611, 10.652, 10.250, 10.902, 10.202, 12.100, 10.028, 10.001",9-Dec-24,B - Cooperative Agreements,9-Dec-24,True,"Eileen M. Berke,
4700 River Road, Unit 55, Riverdale MD 20737
(301) 851-2856
"
10.411,Rural Housing Site Loans and Self Help Housing Land Development Loans,"AGRICULTURE, DEPARTMENT OF",RURAL HOUSING SERVICE,"10.410, 10.415, 10.420",9-Dec-24,E - Direct Loans,9-Dec-24,True,"Andria Hively
1400 Independence Avenue, SW, Washington DC 20250
253-384-6907
"
10.028,Wildlife Services,"AGRICULTURE, DEPARTMENT OF",ANIMAL AND PLANT HEALTH INSPECTION SERVICE,"15.611, 10.652, 10.025, 10.934",9-Dec-24,B - Cooperative Agreements,9-Dec-24,True,"Eileen M. Berke,
4700 River Road, Unit 55, Riverdale MD 20737
(301) 851-2856
"
10.448,Rural Development Multi-Family Housing Rural Housing Voucher Program,"AGRICULTURE, DEPARTMENT OF",RURAL HOUSING SERVICE,,9-Dec-24,C - Direct Payments for Specified Use,9-Dec-24,True,"Director, Multi-Family Asset Management Division, Rural Housing Service
USDA, Rural Development, 1400 Independence Avenue, S.W., Washington DC 20250
202-430-3114
"
10.553,School Breakfast Program,"AGRICULTURE, DEPARTMENT OF",FOOD AND NUTRITION SERVICE,"10.556, 10.582, 10.558, 10.574, 10.559, 10.555",9-Dec-24,A - Formula Grants,9-Dec-24,True,"Melissa Rothstein
1320 Braddock Place, Alexandria VA 22314
703-305-2054
"
10.203,Payments to Agricultural Experiment Stations Under the Hatch Act,"AGRICULTURE, DEPARTMENT OF",NATIONAL INSTITUTE OF FOOD AND AGRICULTURE,"10.500, 10.205, 10.207, 10.219, 10.652, 10.250, 10.200, 10.202",9-Dec-24,A - Formula Grants (Apportionments),9-Dec-24,True,"USDA, NIFA, National Program Leader, Institute of Food Safety and Nutrition (IFSN)
National Institute of Food and Agriculture 
U.S. Department of Agriculture 
P.O. Box 419205, Mail Stop 10000, Kansas City, MO 64141-6205,
Courier/Package Delivery Address:
2312 East Bannister Road, Mail Stop 10000, Kansas City, MO 64141-3061, Kansas City MO 64141
2024249722
"
10.545,Farmers Market Supplemental Nutrition Assistance Program Support Grants,"AGRICULTURE, DEPARTMENT OF",FOOD AND NUTRITION SERVICE,"10.168, 10.576, 10.572, 10.575",9-Dec-24,B - Cooperative Agreements,9-Dec-24,True,"Marcus Hambrick
1320 Braddock Place, Alexandria VA 22314
703-305-2994
"
10.574,Team Nutrition Grants,"AGRICULTURE, DEPARTMENT OF",FOOD AND NUTRITION SERVICE,,9-Dec-24,B - Project Grants,9-Dec-24,True,"Melissa Rothstein
Food and Nutrition Service, 1320 Braddock Place, Alexandria VA 22314
000-000-0000
"
10.216,1890 Institution Capacity Building Grants,"AGRICULTURE, DEPARTMENT OF",NATIONAL INSTITUTE OF FOOD AND AGRICULTURE,"10.205, 10.207, 10.200, 10.217, 10.203",9-Dec-24,B - Project Grants,9-Dec-24,True,"Dr. Rizana Mahroof, National Program Leader
National Institute of Food and Agriculture U.S. Department of Agriculture 
P.O. Box 419205, Mail Stop 10000, Kansas City, MO 64141-6205
Courier/Package Delivery Address:
2312 East Bannister Road, Mail Stop 10000, Kansas City, MO 64141-3061, Kansas City MO 64141
803-465-3980
"
10.542,Pandemic EBT Food Benefits,"AGRICULTURE, DEPARTMENT OF",FOOD AND NUTRITION SERVICE,,9-Dec-24,A - Formula Grants,9-Dec-24,False,"Melissa Rothstein
Food and Nutrition Service, 1320 Braddock Place 4th floor, Alexandria VA 22314
703-346-4484
"
10.21,Higher Education National Needs Graduate Fellowship Grants,"AGRICULTURE, DEPARTMENT OF",NATIONAL INSTITUTE OF FOOD AND AGRICULTURE,"10.220, 10.217, 10.216, 10.310",9-Dec-24,B - Project Grants,9-Dec-24,True,"Dr. Ray A. Ali, National Program Leader
P.O. Box 419205, Mail Stop 10000, Kansas City MO 64141
816-926-1453
"
10.559,Summer Food Service Program for Children,"AGRICULTURE, DEPARTMENT OF",FOOD AND NUTRITION SERVICE,"10.556, 10.558, 10.553, 10.555",9-Dec-24,A - Formula Grants,9-Dec-24,True,"Kevin Maskornick
Food and Nutrition Service, Alexandria VA 22314
703-305-2590
"
15.939,Heritage Partnership,"INTERIOR, DEPARTMENT OF THE",NATIONAL PARK SERVICE,,9-Dec-24,B - Cooperative Agreements,9-Dec-24,True,"Tracy O'Toole
National Park Service 
Main Interior Building, Washington DC 20005
202-809-4124
"
10.541,Child Nutrition-Technology Innovation Grant,"AGRICULTURE, DEPARTMENT OF",FOOD AND NUTRITION SERVICE,,9-Dec-24,B - Project Grants,9-Dec-24,True,"Melissa Rothstein
Food and Nutrition Service, 1320 Braddock Place, Alexandria VA 22314
7033464484
"
10.532,School Nutrition Training Grants,"AGRICULTURE, DEPARTMENT OF",FOOD AND NUTRITION SERVICE,,9-Dec-24,B - Project Grants (Discretionary),9-Dec-24,False,"Melissa Rothstein
1320 Braddock Place, Alexandria VA 22302
7033464484
"
15.948,National Fire Plan-Wildland Urban Interface Community Fire Assistance,"INTERIOR, DEPARTMENT OF THE",NATIONAL PARK SERVICE,15.969,9-Dec-24,B - Cooperative Agreements,9-Dec-24,True,"Mark Koontz
National Park Service 
National Interagency Fire Center, Boise ID 83705
(208) 387-5090
"
10.54,Participant Research Innovation Laboratory for Enhancing WIC Services,"AGRICULTURE, DEPARTMENT OF",FOOD AND NUTRITION SERVICE,,9-Dec-24,A - Formula Grants (Cooperative Agreements),9-Dec-24,False,"Dr. Karen A. Castellanos-Brown
1320 Braddock Pl., Alexandria VA 22314
7033052732
"
10.215,Sustainable Agriculture Research and Education,"AGRICULTURE, DEPARTMENT OF",NATIONAL INSTITUTE OF FOOD AND AGRICULTURE,"10.500, 10.205, 10.207, 10.652, 10.250, 10.200, 10.202, 10.001, 10.203",9-Dec-24,B - Project Grants,9-Dec-24,True,"Vance N. Owens, National Program Leader, 
P.O. Box 419205, Mail Stop 10000, Kansas City MO 64141
816-283-6925
"
10.102,Emergency Forest Restoration Program,"AGRICULTURE, DEPARTMENT OF",FARM SERVICE AGENCY,10.054,6-Dec-24,D - Direct Payments with Unrestricted Use,6-Dec-24,True,"Shanita Landon, Program Manager
1400 Independence Ave. SW, Washington DC 20250
202-690-1612
"
10.054,Emergency Conservation Program,"AGRICULTURE, DEPARTMENT OF",FARM SERVICE AGENCY,"10.102, 10.404",6-Dec-24,D - Direct Payments with Unrestricted Use,6-Dec-24,True,"Shanita Landon
1400 Independence Ave. SW, Washington DC 20250
(202) 690-1612
"
10.92,Grassland Reserve Program,"AGRICULTURE, DEPARTMENT OF",NATURAL RESOURCES CONSERVATION SERVICE,"10.931, 10.922, 10.072, 10.069, 10.913, 10.922, 10.913",6-Dec-24,J - Provision of Specialized Services,6-Dec-24,True,"Danielle Balduff
1400 Independence Ave, SW 4527, Washington DC 20250
202-720-6168
"
